Date,Time,Crime_Type,Latitude,Longitude,Address,District,Description,Status,Response_Time_Minutes
2024-03-24,16:33:38,Drug Possession,41.8181,-87.577,145 Washington Blvd,North,Reported drug possession incident at 145 Washington Blvd.,Closed,35
2024-03-24,19:38:59,Arson,41.8254,-87.7015,4520 Cedar St,North,Reported arson incident at 4520 Cedar St.,Under Investigation,47
2024-03-24,20:24:51,Burglary,41.8662,-87.6728,9651 Main St,Suburban,Reported burglary incident at 9651 Main St.,Under Investigation,7
2024-03-24,22:13:37,Fraud,41.9093,-87.6995,8359 Maple Dr,East,Reported fraud incident at 8359 Maple Dr.,Cleared by Arrest,11
2024-03-25,09:41:21,Burglary,41.9617,-87.7163,5760 Main St,Suburban,Reported burglary incident at 5760 Main St.,Closed,17
2024-03-25,11:15:03,Aggravated Assault,41.905,-87.5433,1027 Park Ln,Downtown,Reported aggravated assault incident at 1027 Park Ln.,Closed,25
2024-03-25,16:21:18,Robbery,41.9349,-87.624,9784 Maple Dr,Downtown,Reported robbery incident at 9784 Maple Dr.,Cleared by Arrest,36
2024-03-25,16:22:27,Violent Disorder,41.8897,-87.6257,4983 Cedar St,West,Reported violent disorder incident at 4983 Cedar St.,Cleared by Arrest,17
2024-03-25,18:35:14,Public Intoxication,41.8787,-87.6567,8016 Maple Dr,West,Reported public intoxication incident at 8016 Maple Dr.,Active,25
2024-03-25,18:42:43,Homicide,41.938,-87.6745,7212 Cedar St,South,Reported homicide incident at 7212 Cedar St.,Active,11
2024-03-25,19:48:15,Larceny,41.8222,-87.5519,873 Main St,Suburban,Reported larceny incident at 873 Main St.,Cleared by Arrest,47
2024-03-25,21:01:27,Burglary,41.7791,-87.5949,153 Main St,North,Reported burglary incident at 153 Main St.,Active,59
2024-03-26,06:44:52,Vandalism,41.7781,-87.555,6208 Maple Dr,Central,Reported vandalism incident at 6208 Maple Dr.,Active,53
2024-03-26,07:22:19,Traffic Violation,41.8845,-87.5322,8275 Washington Blvd,Downtown,Reported traffic violation incident at 8275 Washington Blvd.,Closed,51
2024-03-26,19:27:28,Larceny,41.8688,-87.6674,2477 Park Ln,North,Reported larceny incident at 2477 Park Ln.,Cleared by Arrest,35
2024-03-26,22:16:57,Aggravated Assault,41.8358,-87.5775,617 Cedar St,East,Reported aggravated assault incident at 617 Cedar St.,Closed,22
2024-03-27,13:03:57,Fraud,41.9401,-87.7213,8558 Washington Blvd,Central,Reported fraud incident at 8558 Washington Blvd.,Under Investigation,8
2024-03-27,14:13:45,Arson,41.786,-87.5673,2300 Main St,South,Reported arson incident at 2300 Main St.,Cleared by Arrest,21
2024-03-27,15:41:04,Simple Assault,41.8542,-87.7251,8567 Oak Ave,Suburban,Reported simple assault incident at 8567 Oak Ave.,Active,54
2024-03-27,15:49:33,Motor Vehicle Theft,41.8401,-87.6174,710 Main St,South,Reported motor vehicle theft incident at 710 Main St.,Closed,13
2024-03-27,22:34:04,Arson,41.9738,-87.5469,250 Broadway,South,Reported arson incident at 250 Broadway.,Active,12
2024-03-27,22:42:22,Arson,41.9381,-87.5787,8179 Elm St,West,Reported arson incident at 8179 Elm St.,Active,57
2024-03-28,13:09:32,Motor Vehicle Theft,41.9032,-87.7258,6422 Oak Ave,Uptown,Reported motor vehicle theft incident at 6422 Oak Ave.,Cleared by Arrest,18
2024-03-28,19:17:20,Vandalism,41.8696,-87.6245,6655 Washington Blvd,East,Reported vandalism incident at 6655 Washington Blvd.,Cleared by Arrest,39
2024-03-28,21:10:35,Public Intoxication,41.9181,-87.6595,2667 Cedar St,Uptown,Reported public intoxication incident at 2667 Cedar St.,Cleared by Arrest,35
2024-03-28,21:43:36,Violent Disorder,41.9459,-87.5704,7019 Cedar St,Downtown,Reported violent disorder incident at 7019 Cedar St.,Cleared by Arrest,54
2024-03-29,04:55:02,Motor Vehicle Theft,41.9054,-87.5845,2092 Maple Dr,Suburban,Reported motor vehicle theft incident at 2092 Maple Dr.,Closed,51
2024-03-29,09:12:16,Property Theft,41.9514,-87.6631,6053 Main St,North,Reported property theft incident at 6053 Main St.,Under Investigation,48
2024-03-29,10:07:49,Narcotics Distribution,41.9485,-87.6131,7268 Oak Ave,East,Reported narcotics distribution incident at 7268 Oak Ave.,Closed,26
2024-03-29,10:35:45,Traffic Violation,41.9657,-87.721,9212 Cedar St,Suburban,Reported traffic violation incident at 9212 Cedar St.,Under Investigation,43
2024-03-29,10:42:46,Arson,41.7975,-87.6861,6052 Park Ln,South,Reported arson incident at 6052 Park Ln.,Closed,16
2024-03-29,15:56:07,Simple Assault,41.9403,-87.609,7206 Washington Blvd,Suburban,Reported simple assault incident at 7206 Washington Blvd.,Cleared by Arrest,49
2024-03-30,02:25:54,Drug Possession,41.7932,-87.5302,246 Washington Blvd,South,Reported drug possession incident at 246 Washington Blvd.,Under Investigation,50
2024-03-30,02:48:20,Violent Disorder,41.8459,-87.5921,8516 Oak Ave,East,Reported violent disorder incident at 8516 Oak Ave.,Under Investigation,56
2024-03-30,05:47:22,Burglary,41.878,-87.5658,5479 Broadway,Uptown,Reported burglary incident at 5479 Broadway.,Active,45
2024-03-30,11:47:43,Traffic Violation,41.9289,-87.6467,6899 Elm St,North,Reported traffic violation incident at 6899 Elm St.,Cleared by Arrest,31
2024-03-30,18:19:32,Aggravated Assault,41.9519,-87.6443,6320 Main St,Suburban,Reported aggravated assault incident at 6320 Main St.,Closed,43
2024-03-30,20:30:32,Loitering,41.9332,-87.6315,154 Elm St,Central,Reported loitering incident at 154 Elm St.,Under Investigation,40
2024-03-31,00:01:21,Drug Possession,41.9181,-87.6844,8504 Main St,Central,Reported drug possession incident at 8504 Main St.,Under Investigation,49
2024-03-31,01:16:59,Vandalism,41.8517,-87.7239,9571 Elm St,East,Reported vandalism incident at 9571 Elm St.,Active,59
2024-03-31,05:20:05,Burglary,41.7948,-87.6707,223 Cedar St,South,Reported burglary incident at 223 Cedar St.,Under Investigation,14
2024-03-31,07:49:15,Vandalism,41.8257,-87.653,8377 Cedar St,East,Reported vandalism incident at 8377 Cedar St.,Active,28
2024-03-31,15:50:15,Disorderly Conduct,41.8211,-87.6889,2004 Elm St,South,Reported disorderly conduct incident at 2004 Elm St.,Cleared by Arrest,47
2024-03-31,16:29:53,Vandalism,41.7941,-87.5438,5904 Oak Ave,East,Reported vandalism incident at 5904 Oak Ave.,Closed,19
2024-03-31,21:46:18,Violent Disorder,41.7962,-87.6137,3142 Washington Blvd,North,Reported violent disorder incident at 3142 Washington Blvd.,Under Investigation,5
2024-04-01,06:00:38,Arson,41.7871,-87.597,399 Main St,North,Reported arson incident at 399 Main St.,Closed,37
2024-04-01,13:36:21,Aggravated Assault,41.9714,-87.6653,3204 Cedar St,Uptown,Reported aggravated assault incident at 3204 Cedar St.,Under Investigation,36
2024-04-01,14:08:12,Violent Disorder,41.8603,-87.5602,631 Main St,Suburban,Reported violent disorder incident at 631 Main St.,Cleared by Arrest,54
2024-04-01,18:09:23,Drug Trafficking,41.9202,-87.6125,3322 Cedar St,Downtown,Reported drug trafficking incident at 3322 Cedar St.,Cleared by Arrest,50
2024-04-01,19:08:05,Drug Possession,41.8131,-87.6891,6330 Oak Ave,North,Reported drug possession incident at 6330 Oak Ave.,Cleared by Arrest,13
2024-04-01,21:22:23,Property Theft,41.9459,-87.6159,9560 Washington Blvd,Uptown,Reported property theft incident at 9560 Washington Blvd.,Cleared by Arrest,44
2024-04-01,21:35:20,Fraud,41.9413,-87.7267,5023 Maple Dr,North,Reported fraud incident at 5023 Maple Dr.,Under Investigation,13
2024-04-02,01:07:59,Simple Assault,41.7783,-87.7252,8106 Cedar St,South,Reported simple assault incident at 8106 Cedar St.,Under Investigation,47
2024-04-02,01:49:49,Robbery,41.8759,-87.5467,5546 Maple Dr,West,Reported robbery incident at 5546 Maple Dr.,Under Investigation,9
2024-04-02,08:25:30,Drug Trafficking,41.9093,-87.7196,2108 Maple Dr,North,Reported drug trafficking incident at 2108 Maple Dr.,Closed,23
2024-04-02,22:45:33,Fraud,41.8289,-87.7106,3892 Broadway,West,Reported fraud incident at 3892 Broadway.,Cleared by Arrest,42
2024-04-03,01:14:34,Burglary,41.9048,-87.6997,2298 Maple Dr,Uptown,Reported burglary incident at 2298 Maple Dr.,Cleared by Arrest,34
2024-04-03,01:33:07,Fraud,41.8259,-87.6072,1746 Cedar St,East,Reported fraud incident at 1746 Cedar St.,Cleared by Arrest,56
2024-04-03,03:21:16,Motor Vehicle Theft,41.7799,-87.7251,3467 Broadway,Suburban,Reported motor vehicle theft incident at 3467 Broadway.,Cleared by Arrest,38
2024-04-03,04:02:46,Robbery,41.9193,-87.5704,9668 Broadway,Downtown,Reported robbery incident at 9668 Broadway.,Active,17
2024-04-03,08:42:37,Simple Assault,41.9598,-87.7213,4447 Main St,South,Reported simple assault incident at 4447 Main St.,Cleared by Arrest,47
2024-04-03,10:51:13,Disorderly Conduct,41.8618,-87.5775,7205 Main St,Central,Reported disorderly conduct incident at 7205 Main St.,Cleared by Arrest,14
2024-04-03,11:41:13,Burglary,41.9587,-87.6022,9922 Broadway,Central,Reported burglary incident at 9922 Broadway.,Active,8
2024-04-03,12:56:00,Arson,41.8626,-87.6431,9849 Maple Dr,West,Reported arson incident at 9849 Maple Dr.,Closed,20
2024-04-03,19:05:15,Property Theft,41.7908,-87.6721,4528 Washington Blvd,Suburban,Reported property theft incident at 4528 Washington Blvd.,Closed,45
2024-04-03,23:09:57,Drug Trafficking,41.8768,-87.6786,9354 Maple Dr,South,Reported drug trafficking incident at 9354 Maple Dr.,Cleared by Arrest,13
2024-04-04,01:35:15,Public Intoxication,41.8317,-87.6612,6432 Broadway,Uptown,Reported public intoxication incident at 6432 Broadway.,Cleared by Arrest,30
2024-04-04,04:40:54,Vandalism,41.8066,-87.5787,8623 Oak Ave,Uptown,Reported vandalism incident at 8623 Oak Ave.,Cleared by Arrest,25
2024-04-05,01:16:11,Public Intoxication,41.8798,-87.6298,9407 Cedar St,West,Reported public intoxication incident at 9407 Cedar St.,Active,28
2024-04-05,03:04:11,Loitering,41.7972,-87.5704,8013 Elm St,West,Reported loitering incident at 8013 Elm St.,Under Investigation,25
2024-04-05,04:32:39,Property Theft,41.8822,-87.6709,8375 Cedar St,South,Reported property theft incident at 8375 Cedar St.,Closed,17
2024-04-05,07:18:25,Fraud,41.8409,-87.6583,6965 Main St,Downtown,Reported fraud incident at 6965 Main St.,Cleared by Arrest,46
2024-04-05,20:22:28,Property Theft,41.9577,-87.5377,4315 Cedar St,Suburban,Reported property theft incident at 4315 Cedar St.,Under Investigation,17
2024-04-05,22:50:23,Simple Assault,41.9531,-87.702,2893 Broadway,East,Reported simple assault incident at 2893 Broadway.,Closed,34
2024-04-06,03:13:58,Simple Assault,41.9604,-87.6998,6678 Park Ln,Suburban,Reported simple assault incident at 6678 Park Ln.,Closed,34
2024-04-06,05:51:47,Vandalism,41.9119,-87.5566,3972 Elm St,Downtown,Reported vandalism incident at 3972 Elm St.,Closed,42
2024-04-06,06:39:55,Vandalism,41.9041,-87.7249,4206 Maple Dr,South,Reported vandalism incident at 4206 Maple Dr.,Cleared by Arrest,58
2024-04-06,06:46:22,Aggravated Assault,41.8492,-87.5922,8454 Main St,East,Reported aggravated assault incident at 8454 Main St.,Cleared by Arrest,36
2024-04-06,09:38:17,Fraud,41.8824,-87.7207,4009 Maple Dr,Uptown,Reported fraud incident at 4009 Maple Dr.,Active,11
2024-04-06,10:28:00,Violent Disorder,41.8753,-87.6668,8900 Oak Ave,Central,Reported violent disorder incident at 8900 Oak Ave.,Under Investigation,30
2024-04-06,15:06:12,Drug Possession,41.9143,-87.6546,6730 Cedar St,Central,Reported drug possession incident at 6730 Cedar St.,Under Investigation,10
2024-04-06,22:00:38,Drug Trafficking,41.9497,-87.5602,9259 Washington Blvd,South,Reported drug trafficking incident at 9259 Washington Blvd.,Under Investigation,41
2024-04-06,23:53:13,Homicide,41.9729,-87.7271,8378 Main St,Downtown,Reported homicide incident at 8378 Main St.,Under Investigation,46
2024-04-07,00:29:18,Homicide,41.8892,-87.6042,1862 Elm St,East,Reported homicide incident at 1862 Elm St.,Closed,15
2024-04-07,02:55:59,Drug Trafficking,41.9501,-87.6413,4052 Park Ln,Central,Reported drug trafficking incident at 4052 Park Ln.,Closed,23
2024-04-07,03:20:55,Arson,41.8009,-87.6972,2823 Broadway,East,Reported arson incident at 2823 Broadway.,Under Investigation,15
2024-04-07,09:55:06,Aggravated Assault,41.9271,-87.6351,3682 Elm St,Suburban,Reported aggravated assault incident at 3682 Elm St.,Closed,47
2024-04-07,11:16:34,Violent Disorder,41.8605,-87.5508,9734 Main St,Uptown,Reported violent disorder incident at 9734 Main St.,Under Investigation,57
2024-04-07,15:46:55,Robbery,41.8264,-87.5709,583 Washington Blvd,Suburban,Reported robbery incident at 583 Washington Blvd.,Cleared by Arrest,28
2024-04-08,00:19:22,Vandalism,41.9656,-87.6204,8805 Broadway,Suburban,Reported vandalism incident at 8805 Broadway.,Under Investigation,30
2024-04-08,04:47:48,Drug Possession,41.8207,-87.5379,3185 Park Ln,Suburban,Reported drug possession incident at 3185 Park Ln.,Active,47
2024-04-08,05:13:36,Robbery,41.8069,-87.6627,9195 Washington Blvd,South,Reported robbery incident at 9195 Washington Blvd.,Closed,18
2024-04-08,12:14:15,Narcotics Distribution,41.8093,-87.5975,3240 Park Ln,North,Reported narcotics distribution incident at 3240 Park Ln.,Under Investigation,23
2024-04-08,21:11:55,Public Intoxication,41.9062,-87.7047,1602 Oak Ave,Central,Reported public intoxication incident at 1602 Oak Ave.,Under Investigation,43
2024-04-09,05:43:02,Drug Trafficking,41.9367,-87.5892,7205 Park Ln,North,Reported drug trafficking incident at 7205 Park Ln.,Closed,32
2024-04-09,08:15:56,Drug Possession,41.9116,-87.5904,2214 Main St,Suburban,Reported drug possession incident at 2214 Main St.,Closed,8
2024-04-09,09:50:09,Violent Disorder,41.9282,-87.6505,8312 Maple Dr,West,Reported violent disorder incident at 8312 Maple Dr.,Cleared by Arrest,35
2024-04-09,20:03:10,Motor Vehicle Theft,41.8559,-87.5707,4022 Washington Blvd,West,Reported motor vehicle theft incident at 4022 Washington Blvd.,Under Investigation,41
2024-04-10,00:04:48,Traffic Violation,41.9318,-87.6438,400 Cedar St,North,Reported traffic violation incident at 400 Cedar St.,Cleared by Arrest,29
2024-04-10,06:15:39,Burglary,41.803,-87.5819,6122 Washington Blvd,East,Reported burglary incident at 6122 Washington Blvd.,Closed,11
2024-04-10,07:33:07,Drug Possession,41.7969,-87.5385,5985 Park Ln,Suburban,Reported drug possession incident at 5985 Park Ln.,Closed,17
2024-04-10,21:45:22,Fraud,41.9255,-87.5792,3082 Cedar St,North,Reported fraud incident at 3082 Cedar St.,Closed,36
2024-04-10,23:12:28,Motor Vehicle Theft,41.907,-87.5934,3492 Broadway,Downtown,Reported motor vehicle theft incident at 3492 Broadway.,Under Investigation,5
2024-04-11,02:22:31,Vandalism,41.8267,-87.6705,2528 Washington Blvd,West,Reported vandalism incident at 2528 Washington Blvd.,Cleared by Arrest,56
2024-04-11,02:25:49,Robbery,41.9269,-87.6867,6771 Oak Ave,North,Reported robbery incident at 6771 Oak Ave.,Under Investigation,35
2024-04-11,03:09:50,Simple Assault,41.8529,-87.5967,1379 Park Ln,West,Reported simple assault incident at 1379 Park Ln.,Active,31
2024-04-11,04:12:18,Robbery,41.8915,-87.536,3950 Washington Blvd,South,Reported robbery incident at 3950 Washington Blvd.,Cleared by Arrest,43
2024-04-11,11:00:39,Burglary,41.9739,-87.5692,585 Oak Ave,Uptown,Reported burglary incident at 585 Oak Ave.,Cleared by Arrest,38
2024-04-11,14:49:38,Drug Trafficking,41.9434,-87.545,7727 Park Ln,West,Reported drug trafficking incident at 7727 Park Ln.,Cleared by Arrest,10
2024-04-11,18:15:22,Property Theft,41.8957,-87.617,6150 Park Ln,Central,Reported property theft incident at 6150 Park Ln.,Active,22
2024-04-12,00:04:37,Drug Trafficking,41.9269,-87.5772,1628 Main St,South,Reported drug trafficking incident at 1628 Main St.,Active,34
2024-04-12,00:13:24,Loitering,41.8194,-87.6709,3920 Broadway,South,Reported loitering incident at 3920 Broadway.,Closed,22
2024-04-12,01:38:03,Arson,41.8145,-87.5419,1982 Elm St,Downtown,Reported arson incident at 1982 Elm St.,Under Investigation,57
2024-04-12,02:41:05,Vandalism,41.9127,-87.6082,7656 Cedar St,Suburban,Reported vandalism incident at 7656 Cedar St.,Cleared by Arrest,33
2024-04-12,05:41:41,Property Theft,41.8713,-87.6107,7601 Cedar St,Downtown,Reported property theft incident at 7601 Cedar St.,Active,29
2024-04-12,08:47:22,Vandalism,41.8058,-87.7007,9068 Main St,West,Reported vandalism incident at 9068 Main St.,Under Investigation,20
2024-04-12,11:53:36,Loitering,41.8351,-87.6882,5229 Oak Ave,North,Reported loitering incident at 5229 Oak Ave.,Closed,47
2024-04-12,15:49:18,Burglary,41.8156,-87.6805,5968 Maple Dr,North,Reported burglary incident at 5968 Maple Dr.,Under Investigation,31
2024-04-12,16:20:53,Drug Trafficking,41.8807,-87.5333,4455 Washington Blvd,Central,Reported drug trafficking incident at 4455 Washington Blvd.,Active,6
2024-04-12,18:38:58,Fraud,41.9386,-87.5414,8671 Park Ln,Suburban,Reported fraud incident at 8671 Park Ln.,Cleared by Arrest,27
2024-04-12,19:10:12,Public Intoxication,41.8546,-87.7293,1654 Broadway,Central,Reported public intoxication incident at 1654 Broadway.,Under Investigation,24
2024-04-12,23:23:45,Drug Possession,41.9435,-87.6022,9520 Cedar St,North,Reported drug possession incident at 9520 Cedar St.,Cleared by Arrest,11
2024-04-12,23:54:37,Property Theft,41.8007,-87.5565,1063 Main St,South,Reported property theft incident at 1063 Main St.,Closed,32
2024-04-13,03:40:42,Property Theft,41.814,-87.6145,8084 Washington Blvd,Uptown,Reported property theft incident at 8084 Washington Blvd.,Under Investigation,13
2024-04-13,04:18:09,Homicide,41.7819,-87.5379,3743 Park Ln,West,Reported homicide incident at 3743 Park Ln.,Under Investigation,52
2024-04-13,04:45:09,Motor Vehicle Theft,41.8005,-87.6824,6010 Broadway,West,Reported motor vehicle theft incident at 6010 Broadway.,Cleared by Arrest,46
2024-04-13,05:45:48,Property Theft,41.9121,-87.5962,8721 Maple Dr,Uptown,Reported property theft incident at 8721 Maple Dr.,Under Investigation,46
2024-04-13,08:04:51,Larceny,41.8697,-87.7059,5605 Oak Ave,Uptown,Reported larceny incident at 5605 Oak Ave.,Cleared by Arrest,7
2024-04-13,12:43:50,Homicide,41.9611,-87.6574,8767 Elm St,South,Reported homicide incident at 8767 Elm St.,Cleared by Arrest,29
2024-04-13,16:43:29,Disorderly Conduct,41.8904,-87.7106,9569 Park Ln,Suburban,Reported disorderly conduct incident at 9569 Park Ln.,Active,30
2024-04-13,19:31:23,Disorderly Conduct,41.8002,-87.5902,4286 Main St,North,Reported disorderly conduct incident at 4286 Main St.,Closed,52
2024-04-13,19:52:35,Vandalism,41.8601,-87.5315,6592 Cedar St,Central,Reported vandalism incident at 6592 Cedar St.,Cleared by Arrest,28
2024-04-13,21:05:53,Vandalism,41.9589,-87.6282,8567 Maple Dr,Downtown,Reported vandalism incident at 8567 Maple Dr.,Closed,32
2024-04-14,01:29:39,Motor Vehicle Theft,41.9052,-87.581,5106 Park Ln,Uptown,Reported motor vehicle theft incident at 5106 Park Ln.,Closed,19
2024-04-14,02:14:28,Disorderly Conduct,41.9059,-87.7143,6565 Park Ln,Suburban,Reported disorderly conduct incident at 6565 Park Ln.,Cleared by Arrest,7
